name,id,description,friends,followers,location,tweet,flag
bureaucraticslave,Bureaucraticslv,Unabashed & Unapologetic Conservative w/Libertarian leanings who is fed up with the liars and thieves in DC. #Trump2016 #NRA #EndtheIRS #EndtheUN #EndtheEU,4051,2256,Land of Liberty?,Foxnews is toast and it is amazing they committed suicide amp became the BBCrealDonaldTrump,0
Footler,FeriVanyi,"Champagne Socialists, be gone!",584,49,European Union,Tapperonis And heres the block I guess the ones winning the argument tend to block the opponent nowadaysYou,0
TheBonebed 🦥,thebonebed,"Emotionally unavailable sock 🧦

#ESO #Xbox

🌈

¦Gaming¦
¦Psychology¦
¦Pro #IndyRef2 🏴󠁧󠁢󠁳󠁣󠁴󠁿¦
¦Trans Rights¦
¦LGBTQIA¦


Come chat w/ me on Twitch.",144,26,Stuck on a chair in a dungeon.,wavymist AllMoneyInDre MikeBC619 Swolberhamlinkn gabrielhaynes f3rocitys If they didnt mean it in any disres,0
Clif  ! MAGA 2020!,Clifcar941,"Father of four, business owner and Trump Supporter",5165,4832,,This vote steal attempt is beginning to look WAY TOO sloppyCould Democrats have been this STUPID The election w,0
miss nikki,nikkileGASpi,down by the bay,314,433,,This is 100 real Cooked for myself for a month straight I am becoming depressed again so I havent been keeping,1
🥰,cognacqueeenn,@emelyeelizabeth,352,459,the mud. ,my mood really went from being a sad depressed ass bitch to being in the best mood,1
Nana ✨,fertellezl,"Veintiuno. Tapatía pero sin los ojos bonitos. Estudiante de Letras Hispánicas. Radfem. Y ya, no hay más.

Insta: @fertellezl",84,30,"Guadalajara, Jalisco",So damn depressed lonely and anxious but still smiling,1
Mike,iFlopstr8s,,397,117,"Baltimore, Md",I cant tell if this is satyr I mean they said more likely to develop anxiety depression and insomnia Probably,1
Dominik,EpicDL_,yerrr,318,193,"Mainz, Deutschland",Fuck depression,1
cujo,VileCujo,https://t.co/MB7Rd03703,9,38,,i cant believe ppl are so adamant about lockdowns yea im good on wasting this one lifetime spending years being dep,1
madysenjean⛓🖤,maddysettel,finger guns. another crisis=another tweet,458,345,mn nd,killua crying most depressing sound ever,1
hal @ azuvil came home,niitosenri,いつでも何でも、話聞くから 💙🧡 hi i translate sometimes and i really love senri | dream!ing 🐰 twst 🐙🦇 i★chu 💖 others,558,711,hal/dylan | 23 | they,my first summoning experience didnt go well none of my savings paid off and even when i topped off and fina,0
alana from georgia,aliceingarden_,"21 | atl | a member of lily cornell protection squad | funk, metal, 80s r&b, soul and rap | blm",723,929,she/her ,ibs is like depression in your stomach sometimes u never know when its going to hit oh yea btw i have both st,0
Haevre,HUSSIEQUEST,this fucks,396,51,Here,Like yeah I love those depressing British animal films woohoo for watership down and plague dogs,0
Novel Wardrunavirus ⚔️🐬,TheMontgomery,Socialist insurgent meat popsicle and tech functionary. RT != endorsement. Opinions usually my own when not plagiarized. He/him.,1086,323,"Minneapolis, MN",PAGLIACCI Butt doctorPROCTOLOGIST I would appreciate you not to refer to my specialty with that term and aga,0
Jon,Astulious,"they/them // 25 // uncultured swine, communist scum // slaughter the pigs",136,31,Canada,Im just so goddamn sad these days Dont feel trustworthy feel depressing to be around etc,1
Prameya English,PrameyaEnglish,English portal from the house of Prameya News7,98,337,"Bhubaneswar, Odisha",Odisha Couple attempts suicide after sons death man dies wife critical,0
I'm Your Tylenol 💙,AmThaBabe,"My heights of petty has been reached and kept 😊

(✿◠‿◠ #Libra ♎⚖
#Utech Knight 📚⚔🛡
#MediaStudent 📺📰🎥
#BeckyWithTheGoodHair 👌🏽

Chris Brown? My Man 💙",1032,2344,Somewhere 🤷🏽‍♀️,AshiReid yawpree Better than being depressed I guess,1
mansoor,suicide_squa,"old account suspended.  please follow, I follow back..your dreams and Hopes are incompatible with reality",242,151,underworld ,nanawakeill it gotta be quick,0
andrea 🔪,andreaespx,lady of sorrows,98,30,,nasa point na ako where i have to pick which battle is more worth it force myself to function and face my anxiety,0
"bee ; hey, i belive in you",kwanlilies,𝟤𝟣 ★ she/her ★ I will love you if I never see you again and I will love you if I see you every Tuesday,124,74,𝚘𝚞𝚝𝚎𝚛𝚜𝚙𝚊𝚌𝚎 ☆~,Yeah but could a depressed person make THIS,1
United News of India,uniindianews,Official twitter handle of UNI-India's premier multilingual news agency!,0,2192,"New Delhi, Delhi",Husband of woman who died by suicide after killing her three sons hangs selfSuicideMalappuramKerala,1
Suqooo,suqooo,Fortnite Player & Streamer 🎥,155,3,,blakeps Thats called depression,1
frances ✨🍒✨,francessflo,chica bonita,142,99,"Culver City, CA",I hate being on my period Im just depressed for no reason,1
RissiA B,Rissia__Bad,👀,642,1022,United States,Depression can Have U not eating for days,1
Miss A♥️🌻,ArtielM,"#mother#lover#model♡=Be your own inspiration,believe in your life,and future.Nothing impossible with God.",4726,3661,Pretoria,Sometimes is not depression just eat fruits and and drink wine you will feel better,1
Target Radio 247,targetradio247,Target Radio can be found on https://t.co/SUKnycohsC for all your unsigned talent. Try This Link: https://t.co/7FkrzCZ0rR,855,696,"England, United Kingdom",3ON THE ROCKSThe Suicide NotesOur free Apps,0
🦋,AgentWAP,¢нєƒ | gαумєя | ℓσηєя | ѕυѕ 🤫🔪,9,4,,playpso2 Thanksgiving is usually a depressing Holiday for me each year but this brings me somewhat little joy I,0
KAT 🎃🎍,fernandagrrido,happy at last,123,123,yo moms house,oh hellooo seasonal depression,1
finn,FinnotTheRapist,19 and im dying ¦¦ discord finn#1411,223,60,,RinsLastWaltz why would I be depressed,1
Josh “Green” Lazer,Green__Lazer,"Sports fanatic, 25+ yrs serving my country, I try to stick to sports but I may get political #FinsUp | #AnytimeAnywhere | #BlueJays | #WeTheNorth | #NUFC |",410,95,,Samuelsburner bubbagumpino Its depressing TBH,1
🔞🔞Dat_Bui🔞🔞,Dat_Bui01,"🔞 Part-time sauce locator.
🔞 Full-time trap.
🔞 All-time horny boi.
Header by https://t.co/yFidqLecvE

If you're blocked, nothing personal.",1948,566,,Following artists with less followers than me is depressingEspecially since I got all of my followers from fucki,1
Ramona Massachi,RamonaMassachi,"Here to promote candidates that take NO PAC $, are #GND #M4A and Federal Job Guarantee. Please learn #MMT.",11083,10123,New York,OFB2020 adfiske FabSocialist So I was a chronically depressed kid Hardly finished HS I think youre underestim,1
Ananya Banerjee,go2ananya,Lawyer. Tax Researcher- VAT/GST+ Digital Eco+ Developing cntrs @law_leeds. Dog lover. Meditates. Appreciates the little joys of life and a good cup of tea! :),580,246,"England, United Kingdom",LiveLawIndia republic Why is Mr Salve discussing Hansa and TRP case This is the Naik abetment to suicide case,0
Aleksandr Furoro,DDKiki_Furolo,"Some random trash, don't mind me.",416,72,"Saint Petersburg, Russia",evangelinacos im never alone my apathy and depression are always with me,1
Jenny Lens,jennylens,"Author of PUNK PIONEERS, most published West Coast punk photographer, 1976-80. Buy punk photos, https://t.co/Mcvqm1NeTp. Workshops for creatives: https://t.co/iKXWL0WY3o",560,1610,Santa Monica,littlmaGGie bealoayza Night After Night is not available to rent stream or buy NOW wassup Paramount MAE WEST h,0
Nageswara Rao m,NageswaraRaom18,,18,12,,LiveLawIndia Both cases different what is the necessity focus on suicide abatement,1
🦋ronnie🦋 YAMA FUTA SEMI DAY supremacy,summerpeachie,"#MAI: falling really isn't that bad, if it's for you                                                                
she/they - minor - black",283,446,✿ blm - acab ✿,tiredtoon BITCH DRINK A SHIT TON OF WATER AND GO TO SLEEP RN IF I CANT SEE YOU I WILL BE DEPRESSED UNTIL I DIE,1
mazin kg,zakria_mazin,🇬🇧. #لا احد يحاسبني إلا الله,14,26,"England, United Kingdom",Who am I Someone thats afraid to let go uhYou decide if youre ever gonna let me know yeahSuicide if you,1
The Daily EvangeliTron,EvangeliTron,Theological Hot Takes And Christian Thinkpieces By A Bot That Can Only Speak Christianese!   (From the @SimeonTheFool who brought you @WorshipBot3000),7,964,,Depressing News About Parenting and The True Meaning of Christmas,1
(((kath2cats))),kath2cats,"2 cats... many opinions. Here’s one: antivaxxers, TERFs and climate change denialists are all harmful. #DumpTrump",4724,1292,San Francisco Bay Area,Stanford researchers devise treatment that relieved depression in 90 of participants in small study News Center,0
Aniket Kandge,AussieBhakt,Caught in between Tiger and Kangaroo,438,202,"Melbourne, Victoria",Indian Kids Im suffering from Depression Anxiety Panic attacksParents Subeh 7 baje utho theek ho jayegaKids,1
Dinamjoon ᴮᴱ⁷,HopeTiddy,She/her,1623,740,,fuck depression lets simp over taehyung,1
TheWiccanRaven,TheWiccanRaven,"I'm Raven. GT- TheWiccanRaven.  PSN- Wiccan Raven.
Formerly- Turningeye.",236,285,GA,Finally opened up my Xbox Series S What was supposed to be the highlight of my day week and month was pushed to,0
Ash,ashleeygaarcia,,104,136,"Sacramento, CA",I think lip fillers with cure my depression,1
Mary Gwin,violetangelflam,,105,10,"Near Co.Springs, Co.",FOX just shot themselves in the foot or committed suicide,0
joanna 🦋,joannasaenza_,,184,178,,Depression is real,1
Teresa,matetaca2,,67,8,,Institutions Among top league the French Revolution 15 years before Vargas committed suicide in August,0
A Galeb Duhr named Squish,Dakartwelve,"Name's Dean. Into RPGs. Writing a book or two. Warforged Blood Hunter. Silly face enthusiast. Currently on my FFXV high. He/they, or 'idiot' if u like.",311,127,"Brisbane, Queensland",i dont know how we managed to fit suicidal and constantly terrified of mortality into one vessel but here i am anyway,1
.,Na_Snipes,"Snipes LXIX (xbox) // backwoods and a 20oz lean cup,fuck love,i really need a re up. // pvp sweat //",519,232,"Azle, TX",im glad almost nobody is up rn i can be depressed in peace,1
carter,c_regory83,Why,227,112,"Georgia, USA",only criminally horny suicidally depressed high school dropout burn victims are up right now,1
Duvan Velasquez Daza,duvanVdaza,™,99,39,Villavicencio ,150 autonomous Arms which represents the work of two severe crises an economic depression,1
DOOM,BarberDoom,"“After women, flowers are the most divine creations.” - Christian Dior @favvlightskin_ Husband ♥️ 9-11-20 Lvl. 28 Canadian🇨🇦, Black man✊🏾, Father, Barber💈",635,691,"Chicago, IL, The Barber Shop💈",Black Women are hilarious My deep dark depression wants to thank you all,1
viktor’s #1 simp,seaspiritsden,"cancer ☀️ / libra 🌙 / libra rising • you’re my everything, i love you so ♡ @viktorfreding 0612 ♡",159,134,she/her ♡ black lives matter ,depressed how can i be depressed when i have a large baja blast in my hand,1
tima⁷ ♡’s chuke,DRIVELFTV_,#ZAYN: no you | she/her,2050,2051,,tw depression um i cant cry like i can feel myself crying but no tears come out like i can FEEL it i just need,1
Pema Meto,MetoYuri,dnt promise a promise dt u dnt promised,142,176,"London, England",What action is being planned to take on this Suicide note is there and clearly Mentioned Thackeray family and Sh,0
Serene Monk,Jvlmk,#ForIndiaAnything,60,11847,"Manhattan, NY",Suicide case was brought up during Assembly Discussion on Breach of Privilege Senior Adv Shri Salve to the SC,0
DPH,proximalhd,God wins. Trying my best to learn not to argue with stupid.,1272,258,Texas,Frank youre life is important Stop committing suicide,1
KB 👅,4Feet9Inches,rest peacefully Xavier Sr.,2578,3320,,You lucky them bitches going through postpartum depression cause Im really cut but I gotta soft side for situation,0
MarketLearner,market_student,"By reading some books I'll post my views here.I'm not sebi register advisor !
Views r completely for learning purpose.
saving retailers havin below 1lac caps!",37,30,"Maharashtra, India",rautsanjay61PMOIndiaAmitShahaajtakABPNewsOne more sucide coz of THAKARE SARKAR uddhavthackeray,0
VthePeople,VRspeaking,firm believer in - Democracy & Rule of Law 👍👍👍,2,16,भारत i.e. India,Krishna07780510 unearth past case of abetment to suicide,0
AppleWhore 🏳️‍🌈🌙,JesusWisord,Witch || Mutant || Inmate W12C || Platzi Master 💚 || Gay || FullStack Developer || Halliwell Member || Activista LGBTTTI+ || Voluntario en @FDCradio,1185,562,Neverland,The Art of SuicidePlagueRat,0
Erandi,CastilloErandi,uh-Ron-dee,119,292,,Youre not depressed YOU dont know that,1
d3athcap,d3a7hcap,Just spewing what’s on my mind,14,0,4th wall,Fall and winter are without doubt my favorite time of the year But it always feels like they bring a guest or a hi,0
Mr. WhereDaGrassGreener,ManneyLean,,722,688,"Eastside, Illinois ",Finna try pull the depressed role with HR in the morning so i can get some days off,0
𝐒.,T69RU,she/her. 20. ⠀⠀⠀⠀ ⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀,374,4160, HSM,A relationship should be 5050 we paint eachothers nails and then double suicide,0
Krishna86,Krishna8610,"Sanatan Dharma Follower |
Gender Equality Activist |
Against Boot Licking Politics",447,464,,dkumar57 myogiadityanath yogrishiramdev SadhguruJV RahulGandhi inshorts you published about a girls suicid,0
Baby._Chico🌎☄️💕,Depressed_Duck1,,62,3,"Vero Beach, FL",adinross Please daddy,0
Alexis P.,LexiThick,"The Struggle is Real! My daughter is my life*Certified Makeup Artist👄*IG Lexi_fit77 *Autoimmune x3,I wish there was an unlimited supply of 🥄 ‘s for all of us!",2138,961,"South Hadley, MA",bitcoiner is in to come to the conclusion that suicide is the only thing they can think about to feel relief,1
possibly sklar?,6poopybutthole9,stream of consciousness of an educated idiot,163,110,The prison that is my mind,Global warming is doing wonders for my seasonal depression,0
nae,bebitaaaa__,leyaa & leena ✨🤞🏼🥀💔,258,328,,I feel so depressed,1
Kuba🦇❄️,krzempapi,+!:) !! on these shopping sprees ! overseas :p,322,166,,Im gonna be depressed over WLR for a while I know the rest of the fanbase is too,1
kiddo ♡,pollenmp3,— pleαse check threαd below ! i like αnimαl crossing αnd minecrαft . she / they / kitten / god,40,27,"15 · goby , bub , honey",tw ayo list of my triggers needles loud noises sexual assault suicide animal abuse dogs bar,0
emy,999my_,itu la tu,92,81,Alexis Creek 21,Depression kill,1
mna 开,kunhangmei,catboy hendery,192,346,castle in the snow,ykuesqw Royal amp the serpent overhelmedJake hill amp josh a suicidal thoughtsFall out boy centuries,0
♔Ｅｌｉａｓ♔ @ Commissions Open,Kanonushi,「ND Artist | Writer | MultiFandom/OC | Commissions: https://t.co/oN9KEhOEIr | match: @ramskulls_  | Solus Vereius@Hyperion」,84,687,Void Realm | He/They,Casually sitting with my usual neurodivergent brain but this time seasonal depression body slams us like the crypti,0
Alina✨🌞,alinaabbyy,✊🏽✊🏾✊🏿🏳️‍🌈🏳️‍🌈🏳️‍🌈,195,214,,Leos arent selfabsorbed and vein Were only perceived that way because thats the only side we allow others to s,0
